Index,ts,id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
2245,1526758223.346078,56919,22,2.991698,0,0,0,0,0,3,180,0,0,1
2246,1526758224,35447,22,0,0,0,0,0,0,1,60,0,0,1
2247,1526758224.347547,35101,22,2.990286,0,0,0,0,0,3,180,0,0,1
2248,1526758225.347807,43318,22,0,0,0,0,0,0,1,60,0,0,1
2249,1526758225.349539,42142,22,2.998319,0,0,0,0,0,3,180,0,0,1
2250,1526758226.348028,59159,22,0,0,0,0,0,0,1,60,0,0,1
2251,1526758226.350854,43696,22,2.996955,0,0,0,0,0,3,180,0,0,1
2252,1526758227.347839,53540,22,0,0,0,0,0,0,1,60,0,0,1
2253,1526758227.352284,41308,22,2.995522,0,0,0,0,0,3,180,0,0,1
2254,1526758228.353631,44172,22,2.994137,0,0,0,0,0,3,180,0,0,1
2255,1526758229,39927,59353,0,0,0,0,0,0,1,60,0,0,1
2256,1526758229,52534,22,2.993097,0,0,0,0,0,3,180,0,0,1
2257,1526758230.347969,56919,22,0,0,0,0,0,0,1,60,0,0,1
2258,1526758230.356105,44632,22,2.991787,0,0,0,0,0,3,180,0,0,1
2259,1526758231,35101,22,0,0,0,0,0,0,1,60,0,0,1
2260,1526758231.356367,47717,22,2.991439,0,0,0,0,0,3,180,0,0,1
2261,1526758232.357861,42142,22,0,0,0,0,0,0,1,60,0,0,1
2262,1526758232.749531,39939,59353,2.998324,0,0,0,0,0,3,180,0,0,1
2263,1526758232.358246,59314,22,0.417814,0,0,0,0,0,1,60,1,40,0
2264,1526758233.357965,43696,22,0,0,0,0,0,0,1,60,0,0,1
2265,1526758233.360747,49070,22,0.364125,0,0,0,0,0,1,60,1,40,0
2266,1526758234.357928,41308,22,0,0,0,0,0,0,1,60,0,0,1
2267,1526758234.362086,37728,22,2.9958,0,0,0,0,0,3,180,0,0,1
2268,1526758235.358155,44172,22,0,0,0,0,0,0,1,60,0,0,1
2269,1526758235.363987,51024,22,2.99404,0,0,0,0,0,3,180,0,0,1
2270,1526758236.358153,52534,22,0,0,0,0,0,0,1,60,0,0,1
2271,1526758236.364943,56081,22,2.993071,0,0,0,0,0,3,180,0,0,1
2272,1526758237.358061,44632,22,0,0,0,0,0,0,1,60,0,0,1
2273,1526758237.367303,36793,22,2.990544,0,0,0,0,0,3,180,0,0,1
2274,1526758238.357868,47717,22,0,0,0,0,0,0,1,60,0,0,1
2275,1526758238.368813,43735,22,2.999358,0,0,0,0,0,3,180,0,0,1
2276,1526758239.370841,41036,22,2.99703,0,0,0,0,0,3,180,0,0,1
2277,1526758239.757886,39939,59353,0,0,0,0,0,0,1,60,0,0,1
2278,1526758240.371889,38652,22,2.996061,0,0,0,0,0,3,180,0,0,1
2279,1526758241.367981,37728,22,0,0,0,0,0,0,1,60,0,0,1
2280,1526758241.375415,38616,22,2.992466,0,0,0,0,0,3,180,0,0,1
2281,1526758242,51024,22,0,0,0,0,0,0,1,60,0,0,1
2282,1526758242.375381,52436,22,2.992546,0,0,0,0,0,3,180,0,0,1
2283,1526758243.368109,56081,22,0,0,0,0,0,0,1,60,0,0,1
2284,1526758243.376766,51657,22,2.991125,0,0,0,0,0,3,180,0,0,1
2285,1526758243.760543,39951,59353,2.99747,0,0,0,0,0,3,180,0,0,1
2286,1526758244.368252,36793,22,0,0,0,0,0,0,1,60,0,0,1
2287,1526758244,57144,22,2.998675,0,0,0,0,0,3,180,0,0,1
2288,1526758245.377982,43735,22,0,0,0,0,0,0,1,60,0,0,1
2289,1526758245,50623,22,2.99685,0,0,0,0,0,3,180,0,0,1
2290,1526758246.378252,41036,22,0,0,0,0,0,0,1,60,0,0,1
2291,1526758246.382523,37821,22,2.995556,0,0,0,0,0,3,180,0,0,1
2292,1526758247.378504,38652,22,0,0,0,0,0,0,1,60,0,0,1
2293,1526758247.384138,38340,22,2.993885,0,0,0,0,0,3,180,0,0,1
2294,1526758248.378343,38616,22,0,0,0,0,0,0,1,60,0,0,1
2295,1526758248.385265,49705,22,2.992693,0,0,0,0,0,3,180,0,0,1
2296,1526758249.378307,52436,22,0,0,0,0,0,0,1,60,0,0,1
2297,1526758249.386746,32905,22,2.991317,0,0,0,0,0,3,180,0,0,1
2298,1526758250.378233,51657,22,0,0,0,0,0,0,1,60,0,0,1
2299,1526758250.388207,38599,22,2.999932,0,0,0,0,0,3,180,0,0,1
2300,1526758250.768005,39951,59353,0,0,0,0,0,0,1,60,0,0,1
2301,1526758251.388034,57144,22,0,0,0,0,0,0,1,60,0,0,1
2302,1526758251.390106,59542,22,2.998033,0,0,0,0,0,3,180,0,0,1
2303,1526758196.950993,123,123,0.09151,48,48,0,0,0,1,76,1,76,0
2304,1526758252,50623,22,0,0,0,0,0,0,1,60,0,0,1
2305,1526758252.391546,44317,22,2.996519,0,0,0,0,0,3,180,0,0,1
2306,1526758253.388239,37821,22,0,0,0,0,0,0,1,60,0,0,1
2307,1526758253.392949,39493,22,2.995255,0,0,0,0,0,3,180,0,0,1
2308,1526758254.388485,38340,22,0,0,0,0,0,0,1,60,0,0,1
2309,1526758254,42351,22,2.993835,0,0,0,0,0,3,180,0,0,1
2310,1526758254.771655,39963,59353,2.996529,0,0,0,0,0,3,180,0,0,1
2311,1526758255.388236,49705,22,0,0,0,0,0,0,1,60,0,0,1
2312,1526758255.395343,55871,22,2.992792,0,0,0,0,0,3,180,0,0,1
2313,1526758256.388055,32905,22,0,0,0,0,0,0,1,60,0,0,1
2314,1526758256.396811,43212,22,2.991273,0,0,0,0,0,3,180,0,0,1
2315,1526758257.398152,38599,22,0,0,0,0,0,0,1,60,0,0,1
2316,1526758257.398624,47985,22,2.999535,0,0,0,0,0,3,180,0,0,1
2317,1526758258.398242,59542,22,0,0,0,0,0,0,1,60,0,0,1
2318,1526758258.400207,34137,22,2.998156,0,0,0,0,0,3,180,0,0,1
2319,1526758259.398355,44317,22,0,0,0,0,0,0,1,60,0,0,1
2320,1526758259.401517,50313,22,0.380492,0,0,0,0,0,1,60,1,40,0
2321,1526758260.398334,39493,22,0,0,0,0,0,0,1,60,0,0,1
2322,1526758260.402794,42639,22,2.995334,0,0,0,0,0,3,180,0,0,1
2323,1526758261.398259,42351,22,0,0,0,0,0,0,1,60,0,0,1
2324,1526758261.404532,47404,22,2.993654,0,0,0,0,0,3,180,0,0,1
2325,1526758261.778107,39963,59353,0,0,0,0,0,0,1,60,0,0,1
2326,1526758262.398323,55871,22,0,0,0,0,0,0,1,60,0,0,1
2327,1526758262.405414,58570,22,2.992732,0,0,0,0,0,3,180,0,0,1
2328,1526758263.398297,43212,22,0,0,0,0,0,0,1,60,0,0,1
2329,1526758263.406665,48429,22,0.447485,0,0,0,0,0,1,60,1,40,0
2330,1526758264.408071,47023,22,3.000179,0,0,0,0,0,3,180,0,0,1
2331,1526758264.408228,47985,22,0,0,0,0,0,0,1,60,0,0,1
2332,1526758265.408412,34137,22,0,0,0,0,0,0,1,60,0,0,1
2333,1526758265.410383,37092,22,2.99787,0,0,0,0,0,3,180,0,0,1
2334,1526758265.782707,39975,59353,2.995496,0,0,0,0,0,3,180,0,0,1
2335,1526758266.411132,40296,22,2.997257,0,0,0,0,0,3,180,0,0,1
2336,1526758267.408598,42639,22,0,0,0,0,0,0,1,60,0,0,1
2337,1526758267.413051,33375,22,2.995173,0,0,0,0,0,3,180,0,0,1
2338,1526758268.408438,47404,22,0,0,0,0,0,0,1,60,0,0,1
2339,1526758268.414357,49508,22,2.993814,0,0,0,0,0,3,180,0,0,1
2340,1526758269.408202,58570,22,0,0,0,0,0,0,1,60,0,0,1
2341,1526758269.414383,37557,22,0.372962,0,0,0,0,0,1,60,1,40,0
2342,1526758270.416732,48723,22,2.991521,0,0,0,0,0,3,180,0,0,1
2343,1526758271.418136,39587,22,3.000385,0,0,0,0,0,3,180,0,0,1
2344,1526758271,47023,22,0,0,0,0,0,0,1,60,0,0,1
2345,1526758272.418478,37092,22,0,0,0,0,0,0,1,60,0,0,1
2346,1526758272.420301,54088,22,2.998001,0,0,0,0,0,3,180,0,0,1
2347,1526758272.788253,39975,59353,0,0,0,0,0,0,1,60,0,0,1
2348,1526758273.418307,40296,22,0,0,0,0,0,0,1,60,0,0,1
2349,1526758273.420495,49946,22,2.997845,0,0,0,0,0,3,180,0,0,1
2350,1526758274.418414,33375,22,0,0,0,0,0,0,1,60,0,0,1
2351,1526758274.423146,53671,22,2.995069,0,0,0,0,0,3,180,0,0,1
2352,1526758275.418621,49508,22,0,0,0,0,0,0,1,60,0,0,1
2353,1526758275.424366,53715,22,2.993864,0,0,0,0,0,3,180,0,0,1
2354,1526758220.951085,123,123,0.111133,48,48,0,0,0,1,76,1,76,0
2355,1526758276.425345,48909,22,0.347878,0,0,0,0,0,1,60,1,40,0
2356,1526758276.793808,39987,59353,2.994472,0,0,0,0,0,3,180,0,0,1
2357,1526758277.418372,48723,22,0,0,0,0,0,0,1,60,0,0,1
2358,1526758277.426717,33104,22,2.991623,0,0,0,0,0,3,180,0,0,1
2359,1526758278.427946,38700,22,2.990378,0,0,0,0,0,3,180,0,0,1
2360,1526758278.428327,39587,22,0,0,0,0,0,0,1,60,0,0,1
2361,1526758279.428366,54088,22,0,0,0,0,0,0,1,60,0,0,1
2362,1526758279.428826,41541,22,2.999541,0,0,0,0,0,3,180,0,0,1
2363,1526758280.428533,49946,22,0,0,0,0,0,0,1,60,0,0,1
2364,1526758280.431635,44767,22,0.383558,0,0,0,0,0,1,60,1,40,0
2365,1526758281.428419,53671,22,0,0,0,0,0,0,1,60,0,0,1
2366,1526758281.432679,48187,22,2.99577,0,0,0,0,0,3,180,0,0,1
2367,1526758282.428704,53715,22,0,0,0,0,0,0,1,60,0,0,1
2368,1526758282.434257,50287,22,2.994067,0,0,0,0,0,3,180,0,0,1
2369,1526758227.951161,123,123,0.073851,48,48,0,0,0,1,76,1,76,0
2370,1526758283.435164,39572,22,2.993118,0,0,0,0,0,3,180,0,0,1
2371,1526758283.798395,39987,59353,0,0,0,0,0,0,1,60,0,0,1
2372,1526758284,33104,22,0,0,0,0,0,0,1,60,0,0,1
2373,1526758284.436367,58081,22,2.991981,0,0,0,0,0,3,180,0,0,1
2374,1526758285.428644,38700,22,0,0,0,0,0,0,1,60,0,0,1
2375,1526758285.437817,43214,22,2.990605,0,0,0,0,0,3,180,0,0,1
2376,1526758286.438146,58664,22,2.990197,0,0,0,0,0,3,180,0,0,1
2377,1526758286.438342,41541,22,0,0,0,0,0,0,1,60,0,0,1
2378,1526758231.951203,123,123,0.10244,48,48,0,0,0,1,76,1,76,0
2379,1526758287.440775,43123,22,2.997605,0,0,0,0,0,3,180,0,0,1
2380,1526758287.804888,39999,59353,2.993479,0,0,0,0,0,3,180,0,0,1
2381,1526758288.438579,48187,22,0,0,0,0,0,0,1,60,0,0,1
2382,1526758288.442501,59665,22,2.995942,0,0,0,0,0,3,180,0,0,1
2383,1526758289.438489,50287,22,0,0,0,0,0,0,1,60,0,0,1
2384,1526758289.443867,55978,22,2.994689,0,0,0,0,0,3,180,0,0,1
2385,1526758290.438729,39572,22,0,0,0,0,0,0,1,60,0,0,1
2386,1526758290.444228,58752,22,2.994135,0,0,0,0,0,3,180,0,0,1
2387,1526758291.438523,58081,22,0,0,0,0,0,0,1,60,0,0,1
2388,1526758291.446643,53716,22,2.991838,0,0,0,0,0,3,180,0,0,1
2389,1526758292.438436,43214,22,0,0,0,0,0,0,1,60,0,0,1
2390,1526758292.448113,46398,22,2.990282,0,0,0,0,0,3,180,0,0,1
2391,1526758293.438697,58664,22,0,0,0,0,0,0,1,60,0,0,1
2392,1526758293.450418,52696,22,2.998122,0,0,0,0,0,3,180,0,0,1
2393,1526758294.448488,43123,22,0,0,0,0,0,0,1,60,0,0,1
2394,1526758294,47843,22,2.996232,0,0,0,0,0,3,180,0,0,1
2395,1526758294.808371,39999,59353,0,0,0,0,0,0,1,60,0,0,1
2396,1526758295.448629,59665,22,0,0,0,0,0,0,1,60,0,0,1
2397,1526758295.453607,56929,22,2.994908,0,0,0,0,0,3,180,0,0,1
2398,1526758296.448717,55978,22,0,0,0,0,0,0,1,60,0,0,1
2399,1526758296.455171,33997,22,0.33039,0,0,0,0,0,1,60,1,40,0
2400,1526758297.448477,58752,22,0,0,0,0,0,0,1,60,0,0,1
2401,1526758297.456012,35806,22,0.300967,0,0,0,0,0,1,60,1,40,0
2402,1526758298,53716,22,0,0,0,0,0,0,1,60,0,0,1
2403,1526758298.457339,53716,22,2.991147,0,0,0,0,0,3,180,0,0,1
2404,1526758299,40011,59353,2.992523,0,0,0,0,0,3,180,0,0,1
2405,1526758299.458886,56329,22,0.376879,0,0,0,0,0,1,60,1,40,0
2406,1526758300.458608,52696,22,0,0,0,0,0,0,1,60,0,0,1
2407,1526758300.460592,33398,22,2.997935,0,0,0,0,0,3,180,0,0,1
2408,1526758301.458608,47843,22,0,0,0,0,0,0,1,60,0,0,1
2409,1526758301,37977,22,2.996545,0,0,0,0,0,3,180,0,0,1
2410,1526758302,56929,22,0,0,0,0,0,0,1,60,0,0,1
2411,1526758302,45954,22,2.99609,0,0,0,0,0,3,180,0,0,1
2412,1526758303.464762,38138,22,2.993811,0,0,0,0,0,3,180,0,0,1
2413,1526758304.465892,54890,22,2.992667,0,0,0,0,0,3,180,0,0,1
2414,1526758305.458779,53716,22,0,0,0,0,0,0,1,60,0,0,1
2415,1526758305,49385,22,2.991265,0,0,0,0,0,3,180,0,0,1
2416,1526758305.818508,40011,59353,0,0,0,0,0,0,1,60,0,0,1
2417,1526758306.467483,51815,22,2.991052,0,0,0,0,0,3,180,0,0,1
2418,1526758307.468581,33398,22,0,0,0,0,0,0,1,60,0,0,1
2419,1526758307.469472,39331,22,2.999259,0,0,0,0,0,3,180,0,0,1
2420,1526758308.468847,37977,22,0,0,0,0,0,0,1,60,0,0,1
2421,1526758308.472405,55449,22,2.996208,0,0,0,0,0,3,180,0,0,1
2422,1526758309.468607,45954,22,0,0,0,0,0,0,1,60,0,0,1
2423,1526758309.472408,55342,22,2.996041,0,0,0,0,0,3,180,0,0,1
2424,1526758309.826987,40023,59353,2.991482,0,0,0,0,0,3,180,0,0,1
2425,1526758310.468636,38138,22,0,0,0,0,0,0,1,60,0,0,1
2426,1526758310.474768,44090,22,0,0,0,0,0,0,1,60,0,0,1
2427,1526758311.468769,54890,22,0,0,0,0,0,0,1,60,0,0,1
2428,1526758311.475806,37760,22,2.992684,0,0,0,0,0,3,180,0,0,1
2429,1526758312.468625,49385,22,0,0,0,0,0,0,1,60,0,0,1
2430,1526758312.477087,49737,22,2.991565,0,0,0,0,0,3,180,0,0,1
2431,1526758313.468699,51815,22,0,0,0,0,0,0,1,60,0,0,1
2432,1526758313.478604,45773,22,3.00001,0,0,0,0,0,3,180,0,0,1
2433,1526758314.478562,39331,22,0,0,0,0,0,0,1,60,0,0,1
2434,1526758314.480647,35518,22,2.997968,0,0,0,0,0,3,180,0,0,1
2435,1526758315.478706,55449,22,0,0,0,0,0,0,1,60,0,0,1
2436,1526758315,54734,22,0.397949,0,0,0,0,0,1,60,1,40,0
2437,1526758316.478741,55342,22,0,0,0,0,0,0,1,60,0,0,1
2438,1526758316.828628,40023,59353,0,0,0,0,0,0,1,60,0,0,1
2439,1526758316.483141,36672,22,0.521375,0,0,0,0,0,1,60,1,40,0
2440,1526758317,36849,22,0.399922,0,0,0,0,0,1,60,1,40,0
2441,1526758318.478645,37760,22,0,0,0,0,0,0,1,60,0,0,1
2442,1526758318.485486,35519,22,2.993065,0,0,0,0,0,3,180,0,0,1
2443,1526758319.478531,49737,22,0,0,0,0,0,0,1,60,0,0,1
2444,1526758319.486801,43456,22,2.9919,0,0,0,0,0,3,180,0,0,1
2445,1526758320.487058,52149,22,2.991601,0,0,0,0,0,3,180,0,0,1
2446,1526758320.488668,45773,22,0,0,0,0,0,0,1,60,0,0,1
2447,1526758320.837998,40035,59353,2.990547,0,0,0,0,0,3,180,0,0,1
2448,1526758265.951491,123,123,0.086649,48,48,0,0,0,1,76,1,76,0
2449,1526758321.488726,35518,22,0,0,0,0,0,0,1,60,0,0,1
2450,1526758321.490019,48973,22,2.998779,0,0,0,0,0,3,180,0,0,1
2451,1526758322.491432,43100,22,2.997428,0,0,0,0,0,3,180,0,0,1
2452,1526758323.492689,56437,22,2.996013,0,0,0,0,0,3,180,0,0,1
2453,1526758324.494224,59842,22,2.994357,0,0,0,0,0,3,180,0,0,1
2454,1526758325.488641,35519,22,0,0,0,0,0,0,1,60,0,0,1
2455,1526758325.494418,54836,22,0.350701,0,0,0,0,0,1,60,1,40,0
2456,1526758326.488811,43456,22,0,0,0,0,0,0,1,60,0,0,1
2457,1526758326.495782,40901,22,2.992921,0,0,0,0,0,3,180,0,0,1
2458,1526758327.488753,52149,22,0,0,0,0,0,0,1,60,0,0,1
2459,1526758327.497034,55575,22,2.99162,0,0,0,0,0,3,180,0,0,1
2460,1526758327.838636,40035,59353,0,0,0,0,0,0,1,60,0,0,1
2461,1526758328.498688,48973,22,0,0,0,0,0,0,1,60,0,0,1
2462,1526758328.500166,38452,22,2.998678,0,0,0,0,0,3,180,0,0,1
2463,1526758329.498745,43100,22,0,0,0,0,0,0,1,60,0,0,1
2464,1526758329.501714,45799,22,2.997025,0,0,0,0,0,3,180,0,0,1
2465,1526758330.498703,56437,22,0,0,0,0,0,0,1,60,0,0,1
2466,1526758330.502939,41697,22,2.995933,0,0,0,0,0,3,180,0,0,1
2467,1526758331.499086,59842,22,0,0,0,0,0,0,1,60,0,0,1
2468,1526758331.849048,40047,59353,2.999604,0,0,0,0,0,3,180,0,0,1
2469,1526758332,33450,22,0.359929,0,0,0,0,0,1,60,1,40,0
2470,1526758333,49216,22,2.99343,0,0,0,0,0,3,180,0,0,1
2471,1526758333.498677,40901,22,0,0,0,0,0,0,1,60,0,0,1
2472,1526758333.506785,50809,22,2.9919,0,0,0,0,0,3,180,0,0,1
2473,1526758334.498816,55575,22,0,0,0,0,0,0,1,60,0,0,1
2474,1526758335,48046,22,2.990742,0,0,0,0,0,3,180,0,0,1
2475,1526758336,37558,22,2.990323,0,0,0,0,0,3,180,0,0,1
2476,1526758336,38452,22,0,0,0,0,0,0,1,60,0,0,1
2477,1526758336.508717,45799,22,0,0,0,0,0,0,1,60,0,0,1
2478,1526758336.511201,43527,22,2.997578,0,0,0,0,0,3,180,0,0,1
2479,1526758338,41697,22,0,0,0,0,0,0,1,60,0,0,1
2480,1526758337.512763,39622,22,2.995901,0,0,0,0,0,3,180,0,0,1
2481,1526758338.513817,57738,22,2.994888,0,0,0,0,0,3,180,0,0,1
2482,1526758338.858691,40047,59353,0,0,0,0,0,0,1,60,0,0,1
2483,1526758339.509139,49216,22,0,0,0,0,0,0,1,60,0,0,1
2484,1526758339.515551,46203,22,2.993306,0,0,0,0,0,3,180,0,0,1
2485,1526758340.508867,50809,22,0,0,0,0,0,0,1,60,0,0,1
2486,1526758340.517826,35187,22,2.990888,0,0,0,0,0,3,180,0,0,1
2487,1526758342,48046,22,0,0,0,0,0,0,1,60,0,0,1
2488,1526758341.518311,48697,22,0.417517,0,0,0,0,0,1,60,1,40,0
2489,1526758342.508934,37558,22,0,0,0,0,0,0,1,60,0,0,1
2490,1526758342.520937,48595,22,2.99783,0,0,0,0,0,3,180,0,0,1
2491,1526758342.860001,40059,59353,2.998672,0,0,0,0,0,3,180,0,0,1
2492,1526758287.951756,123,123,0.107513,48,48,0,0,0,1,76,1,76,0
2493,1526758344,43527,22,0,0,0,0,0,0,1,60,0,0,1
2494,1526758344,52785,22,2.994881,0,0,0,0,0,3,180,0,0,1
2495,1526758344.518997,39622,22,0,0,0,0,0,0,1,60,0,0,1
2496,1526758344.525276,42270,22,2.993561,0,0,0,0,0,3,180,0,0,1
2497,1526758345.518928,57738,22,0,0,0,0,0,0,1,60,0,0,1
2498,1526758345.526466,55649,22,0.402183,0,0,0,0,0,1,60,1,40,0
2499,1526758346.518937,46203,22,0,0,0,0,0,0,1,60,0,0,1
2500,1526758346.527763,43937,22,2.990978,0,0,0,0,0,3,180,0,0,1
2501,1526758347.518912,35187,22,0,0,0,0,0,0,1,60,0,0,1
2502,1526758347.529319,34641,22,2.999501,0,0,0,0,0,3,180,0,0,1
2503,1526758348.531025,56047,22,2.997769,0,0,0,0,0,3,180,0,0,1
2504,1526758293.703401,3,1,0,0,0,0,0,0,1,88,0,0,0
2505,1526758349.528984,48595,22,0,0,0,0,0,0,1,60,0,0,1
2506,1526758349.531552,56344,22,2.997284,0,0,0,0,0,3,180,0,0,1
2507,1526758349.868783,40059,59353,0,0,0,0,0,0,1,60,0,0,1
2508,1526758350.529011,52785,22,0,0,0,0,0,0,1,60,0,0,1
2509,1526758295.842604,3,1,0,0,0,0,0,0,1,88,0,0,0
2510,1526758295.951845,123,123,0.097899,48,48,0,0,0,1,76,1,76,0
2511,1526758351.528978,42270,22,0,0,0,0,0,0,1,60,0,0,1
2512,1526758351.534094,38353,22,2.994725,0,0,0,0,0,3,180,0,0,1
2513,1526758352.554001,52194,22,2.994818,0,0,0,0,0,3,180,0,0,1
2514,1526758353.528793,43937,22,0,0,0,0,0,0,1,60,0,0,1
2515,1526758353.537747,44460,22,2.991007,0,0,0,0,0,3,180,0,0,1
2516,1526758353.871074,40071,59353,2.997716,0,0,0,0,0,3,180,0,0,1
2517,1526758355,34641,22,0,0,0,0,0,0,1,60,0,0,1
2518,1526758354.539505,35386,22,2.999385,0,0,0,0,0,3,180,0,0,1
2519,1526758355.538929,56047,22,0,0,0,0,0,0,1,60,0,0,1
2520,1526758355.540135,46599,22,2.998734,0,0,0,0,0,3,180,0,0,1
2521,1526758300.951855,123,123,0.087562,48,48,0,0,0,1,76,1,76,0
2522,1526758356.538979,56344,22,0,0,0,0,0,0,1,60,0,0,1
2523,1526758356.542532,36495,22,2.996367,0,0,0,0,0,3,180,0,0,1
2524,1526758350.534035,34644,22,6.314148,589,1801,0,0,0,16,1429,16,2641,1
2525,1526758357.543888,57563,22,2.994983,0,0,0,0,0,3,180,0,0,1
2526,1526758358.539041,38353,22,0,0,0,0,0,0,1,60,0,0,1
2527,1526758358.545286,46509,22,2.993546,0,0,0,0,0,3,180,0,0,1
2528,1526758359.546319,42527,22,2.992474,0,0,0,0,0,3,180,0,0,1
2529,1526758359.558862,52194,22,0,0,0,0,0,0,1,60,0,0,1
2530,1526758360.538948,44460,22,0,0,0,0,0,0,1,60,0,0,1
2531,1526758360.546421,52737,22,2.992403,0,0,0,0,0,3,180,0,0,1
2532,1526758361,40071,59353,0,0,0,0,0,0,1,60,0,0,1
2533,1526758361.548898,35386,22,0,0,0,0,0,0,1,60,0,0,1
2534,1526758361.549439,52755,22,0.352648,0,0,0,0,0,1,60,1,40,0
2535,1526758362.548845,46599,22,0,0,0,0,0,0,1,60,0,0,1
2536,1526758362.549728,53282,22,2.999303,0,0,0,0,0,3,180,0,0,1
2537,1526758356.457271,34651,22,6.982718,589,1801,0,0,0,16,1429,17,2693,1
2538,1526758363.548993,36495,22,0,0,0,0,0,0,1,60,0,0,1
2539,1526758364,38056,22,2.996591,0,0,0,0,0,3,180,0,0,1
2540,1526758364.549041,57563,22,0,0,0,0,0,0,1,60,0,0,1
2541,1526758364.553623,56373,22,2.995296,0,0,0,0,0,3,180,0,0,1
2542,1526758364.879511,40085,59353,2.999334,0,0,0,0,0,3,180,0,0,1
2543,1526758365.549114,46509,22,0,0,0,0,0,0,1,60,0,0,1
2544,1526758365.555098,36373,22,2.993861,0,0,0,0,0,3,180,0,0,1
2545,1526758310.819611,11,0,0,0,0,0,0,0,1,56,0,0,0
2546,1526758366.548924,42527,22,0,0,0,0,0,0,1,60,0,0,1
2547,1526758366.556168,52030,22,2.992766,0,0,0,0,0,3,180,0,0,1
2548,1526758367.549218,52737,22,0,0,0,0,0,0,1,60,0,0,1
2549,1526758367.557632,37535,22,2.99132,0,0,0,0,0,3,180,0,0,1
2550,1526758368.559345,60880,22,2.999759,0,0,0,0,0,3,180,0,0,1
2551,1526758363.044137,34659,22,5.683618,589,1801,0,0,0,13,1273,15,2589,1
2552,1526758369.559121,53282,22,0,0,0,0,0,0,1,60,0,0,1
2553,1526758370,43328,22,2.997848,0,0,0,0,0,3,180,0,0,1
2554,1526758370.559055,38056,22,0,0,0,0,0,0,1,60,0,0,1
2555,1526758370.562464,40592,22,2.996471,0,0,0,0,0,3,180,0,0,1
2556,1526758371.558933,56373,22,0,0,0,0,0,0,1,60,0,0,1
2557,1526758371.562938,35336,22,2.995938,0,0,0,0,0,3,180,0,0,1
2558,1526758371.888896,40085,59353,0,0,0,0,0,0,1,60,0,0,1
2559,1526758372.559336,36373,22,0,0,0,0,0,0,1,60,0,0,1
2560,1526758372.565224,55916,22,2.993759,0,0,0,0,0,3,180,0,0,1
2561,1526758373.559113,52030,22,0,0,0,0,0,0,1,60,0,0,1
2562,1526758373.566372,35374,22,2.992546,0,0,0,0,0,3,180,0,0,1
2563,1526758368.306239,34666,22,6.249802,589,1801,0,0,0,13,1273,16,2641,1
2564,1526758374.559174,37535,22,0,0,0,0,0,0,1,60,0,0,1
2565,1526758374.567913,39875,22,2.990962,0,0,0,0,0,3,180,0,0,1
2566,1526758375.568944,60880,22,0,0,0,0,0,0,1,60,0,0,1
2567,1526758375.569756,55858,22,2.999327,0,0,0,0,0,3,180,0,0,1
2568,1526758375.890645,40099,59353,2.998268,0,0,0,0,0,3,180,0,0,1
2569,1526758376.569003,43328,22,0,0,0,0,0,0,1,60,0,0,1
2570,1526758376.571338,53188,22,2.997796,0,0,0,0,0,3,180,0,0,1
2571,1526758377.572433,42502,22,0.413376,0,0,0,0,0,1,60,1,40,0
2572,1526758378.569166,35336,22,0,0,0,0,0,0,1,60,0,0,1
2573,1526758378.574123,38582,22,2.994932,0,0,0,0,0,3,180,0,0,1
2574,1526758379.568939,55916,22,0,0,0,0,0,0,1,60,0,0,1
2575,1526758379.575442,33344,22,2.99347,0,0,0,0,0,3,180,0,0,1
2576,1526758374.198845,34673,22,5.987189,589,1801,0,0,0,13,1273,15,2589,1
2577,1526758380.575332,56367,22,2.993656,0,0,0,0,0,3,180,0,0,1
2578,1526758381.569139,39875,22,0,0,0,0,0,0,1,60,0,0,1
2579,1526758381.577604,36079,22,2.991323,0,0,0,0,0,3,180,0,0,1
2580,1526758382.578976,55858,22,0,0,0,0,0,0,1,60,0,0,1
2581,1526758382.579371,48143,22,2.999671,0,0,0,0,0,3,180,0,0,1
2582,1526758382.898892,40099,59353,0,0,0,0,0,0,1,60,0,0,1
2583,1526758383.579751,39140,22,2.999217,0,0,0,0,0,3,180,0,0,1
2584,1526758384.582104,41854,22,2.996902,0,0,0,0,0,3,180,0,0,1
2585,1526758379.883341,34681,22,5.189653,589,1801,0,0,0,13,1273,15,2589,1
2586,1526758386,38582,22,0,0,0,0,0,0,1,60,0,0,1
2587,1526758385.584085,43750,22,2.994851,0,0,0,0,0,3,180,0,0,1
2588,1526758386.579169,33344,22,0,0,0,0,0,0,1,60,0,0,1
2589,1526758386.584065,38185,22,2.995015,0,0,0,0,0,3,180,0,0,1
2590,1526758386.901513,40113,59353,2.997413,0,0,0,0,0,3,180,0,0,1
2591,1526758387.579338,56367,22,0,0,0,0,0,0,1,60,0,0,1
2592,1526758387.585262,40813,22,2.993768,0,0,0,0,0,3,180,0,0,1
2593,1526758332.951978,123,123,0.080272,48,48,0,0,0,1,76,1,76,0
2594,1526758388.579091,36079,22,0,0,0,0,0,0,1,60,0,0,1
2595,1526758388.587601,58105,22,2.991387,0,0,0,0,0,3,180,0,0,1
2596,1526758389.589015,48143,22,0,0,0,0,0,0,1,60,0,0,1
