,,,,,,,,,,,,,,ClusterLabel
2445.0,1526758320.487058,52149.0,22.0,2.991601,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2446.0,1526758320.488668,45773.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2447.0,1526758320.837998,40035.0,59353.0,2.990547,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2448.0,1526758265.951491,123.0,123.0,0.086649,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
2449.0,1526758321.488726,35518.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2450.0,1526758321.490019,48973.0,22.0,2.998779,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2451.0,1526758322.491432,43100.0,22.0,2.997428,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2452.0,1526758323.492689,56437.0,22.0,2.996013,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2453.0,1526758324.494224,59842.0,22.0,2.994357,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2454.0,1526758325.488641,35519.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2455.0,1526758325.494418,54836.0,22.0,0.350701,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2456.0,1526758326.488811,43456.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2457.0,1526758326.495782,40901.0,22.0,2.992921,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2458.0,1526758327.488753,52149.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2459.0,1526758327.497034,55575.0,22.0,2.99162,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2460.0,1526758327.838636,40035.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2461.0,1526758328.498688,48973.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2462.0,1526758328.500166,38452.0,22.0,2.998678,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2463.0,1526758329.498745,43100.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2464.0,1526758329.501714,45799.0,22.0,2.997025,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2465.0,1526758330.498703,56437.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2466.0,1526758330.502939,41697.0,22.0,2.995933,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2467.0,1526758331.499086,59842.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2468.0,1526758331.849048,40047.0,59353.0,2.999604,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2469.0,1526758332.0,33450.0,22.0,0.359929,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2470.0,1526758333.0,49216.0,22.0,2.99343,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2471.0,1526758333.498677,40901.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2472.0,1526758333.506785,50809.0,22.0,2.9919,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2473.0,1526758334.498816,55575.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2474.0,1526758335.0,48046.0,22.0,2.990742,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2475.0,1526758336.0,37558.0,22.0,2.990323,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2476.0,1526758336.0,38452.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2477.0,1526758336.508717,45799.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2478.0,1526758336.511201,43527.0,22.0,2.997578,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2479.0,1526758338.0,41697.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2480.0,1526758337.512763,39622.0,22.0,2.995901,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2481.0,1526758338.513817,57738.0,22.0,2.994888,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2482.0,1526758338.858691,40047.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2483.0,1526758339.509139,49216.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2484.0,1526758339.515551,46203.0,22.0,2.993306,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2485.0,1526758340.508867,50809.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2486.0,1526758340.517826,35187.0,22.0,2.990888,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2487.0,1526758342.0,48046.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2488.0,1526758341.518311,48697.0,22.0,0.417517,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2489.0,1526758342.508934,37558.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2490.0,1526758342.520937,48595.0,22.0,2.99783,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2491.0,1526758342.860001,40059.0,59353.0,2.998672,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2492.0,1526758287.951756,123.0,123.0,0.107513,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
2493.0,1526758344.0,43527.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2494.0,1526758344.0,52785.0,22.0,2.994881,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2495.0,1526758344.518997,39622.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2496.0,1526758344.525276,42270.0,22.0,2.993561,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2497.0,1526758345.518928,57738.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2498.0,1526758345.526466,55649.0,22.0,0.402183,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2499.0,1526758346.518937,46203.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2500.0,1526758346.527763,43937.0,22.0,2.990978,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2501.0,1526758347.518912,35187.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2502.0,1526758347.529319,34641.0,22.0,2.999501,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2503.0,1526758348.531025,56047.0,22.0,2.997769,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2504.0,1526758293.703401,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,o
2505.0,1526758349.528984,48595.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2506.0,1526758349.531552,56344.0,22.0,2.997284,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2507.0,1526758349.868783,40059.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2508.0,1526758350.529011,52785.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2509.0,1526758295.842604,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,o
2510.0,1526758295.951845,123.0,123.0,0.097899,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
2511.0,1526758351.528978,42270.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2512.0,1526758351.534094,38353.0,22.0,2.994725,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2513.0,1526758352.554001,52194.0,22.0,2.994818,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2514.0,1526758353.528793,43937.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2515.0,1526758353.537747,44460.0,22.0,2.991007,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2516.0,1526758353.871074,40071.0,59353.0,2.997716,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2517.0,1526758355.0,34641.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2518.0,1526758354.539505,35386.0,22.0,2.999385,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2519.0,1526758355.538929,56047.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2520.0,1526758355.540135,46599.0,22.0,2.998734,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2521.0,1526758300.951855,123.0,123.0,0.087562,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
2522.0,1526758356.538979,56344.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2523.0,1526758356.542532,36495.0,22.0,2.996367,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2524.0,1526758350.534035,34644.0,22.0,6.314148,589.0,1801.0,0.0,0.0,0.0,16.0,1429.0,16.0,2641.0,n
2525.0,1526758357.543888,57563.0,22.0,2.994983,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2526.0,1526758358.539041,38353.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2527.0,1526758358.545286,46509.0,22.0,2.993546,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2528.0,1526758359.546319,42527.0,22.0,2.992474,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2529.0,1526758359.558862,52194.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2530.0,1526758360.538948,44460.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2531.0,1526758360.546421,52737.0,22.0,2.992403,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2532.0,1526758361.0,40071.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2533.0,1526758361.548898,35386.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2534.0,1526758361.549439,52755.0,22.0,0.352648,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2535.0,1526758362.548845,46599.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2536.0,1526758362.549728,53282.0,22.0,2.999303,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2537.0,1526758356.457271,34651.0,22.0,6.982718,589.0,1801.0,0.0,0.0,0.0,16.0,1429.0,17.0,2693.0,n
2538.0,1526758363.548993,36495.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2539.0,1526758364.0,38056.0,22.0,2.996591,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2540.0,1526758364.549041,57563.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2541.0,1526758364.553623,56373.0,22.0,2.995296,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2542.0,1526758364.879511,40085.0,59353.0,2.999334,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2543.0,1526758365.549114,46509.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2544.0,1526758365.555098,36373.0,22.0,2.993861,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2545.0,1526758310.819611,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
2546.0,1526758366.548924,42527.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2547.0,1526758366.556168,52030.0,22.0,2.992766,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2548.0,1526758367.549218,52737.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2549.0,1526758367.557632,37535.0,22.0,2.99132,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2550.0,1526758368.559345,60880.0,22.0,2.999759,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2551.0,1526758363.044137,34659.0,22.0,5.683618,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
2552.0,1526758369.559121,53282.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2553.0,1526758370.0,43328.0,22.0,2.997848,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2554.0,1526758370.559055,38056.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2555.0,1526758370.562464,40592.0,22.0,2.996471,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2556.0,1526758371.558933,56373.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2557.0,1526758371.562938,35336.0,22.0,2.995938,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2558.0,1526758371.888896,40085.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2559.0,1526758372.559336,36373.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2560.0,1526758372.565224,55916.0,22.0,2.993759,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2561.0,1526758373.559113,52030.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2562.0,1526758373.566372,35374.0,22.0,2.992546,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2563.0,1526758368.306239,34666.0,22.0,6.249802,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,16.0,2641.0,n
2564.0,1526758374.559174,37535.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2565.0,1526758374.567913,39875.0,22.0,2.990962,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2566.0,1526758375.568944,60880.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2567.0,1526758375.569756,55858.0,22.0,2.999327,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2568.0,1526758375.890645,40099.0,59353.0,2.998268,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2569.0,1526758376.569003,43328.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2570.0,1526758376.571338,53188.0,22.0,2.997796,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2571.0,1526758377.572433,42502.0,22.0,0.413376,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2572.0,1526758378.569166,35336.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2573.0,1526758378.574123,38582.0,22.0,2.994932,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2574.0,1526758379.568939,55916.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2575.0,1526758379.575442,33344.0,22.0,2.99347,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2576.0,1526758374.198845,34673.0,22.0,5.987189,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
2577.0,1526758380.575332,56367.0,22.0,2.993656,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2578.0,1526758381.569139,39875.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2579.0,1526758381.577604,36079.0,22.0,2.991323,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2580.0,1526758382.578976,55858.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2581.0,1526758382.579371,48143.0,22.0,2.999671,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2582.0,1526758382.898892,40099.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2583.0,1526758383.579751,39140.0,22.0,2.999217,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2584.0,1526758384.582104,41854.0,22.0,2.996902,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2585.0,1526758379.883341,34681.0,22.0,5.189653,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
2586.0,1526758386.0,38582.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2587.0,1526758385.584085,43750.0,22.0,2.994851,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2588.0,1526758386.579169,33344.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2589.0,1526758386.584065,38185.0,22.0,2.995015,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2590.0,1526758386.901513,40113.0,59353.0,2.997413,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2591.0,1526758387.579338,56367.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2592.0,1526758387.585262,40813.0,22.0,2.993768,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2593.0,1526758332.951978,123.0,123.0,0.080272,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
2594.0,1526758388.579091,36079.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2595.0,1526758388.587601,58105.0,22.0,2.991387,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2596.0,1526758389.589015,48143.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2597.0,1526758390.0,51715.0,22.0,2.999708,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2598.0,1526758384.789198,34687.0,22.0,5.143943,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,16.0,2641.0,n
2599.0,1526758391.0,39140.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2600.0,1526758390.591336,43004.0,22.0,2.997722,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2601.0,1526758391.589049,41854.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2602.0,1526758391.592456,59562.0,22.0,2.996806,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2603.0,1526758392.589455,43750.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2604.0,1526758392.594063,37747.0,22.0,2.994917,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2605.0,1526758393.589234,38185.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2606.0,1526758394.0,34741.0,22.0,2.993841,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2607.0,1526758393.908986,40113.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2608.0,1526758394.589124,40813.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2609.0,1526758394.596502,52954.0,22.0,2.992578,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2610.0,1526758389.580976,34693.0,22.0,5.452758,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
2611.0,1526758395.589301,58105.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2612.0,1526758395.597735,40347.0,22.0,0.292208,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2613.0,1526758396.599085,51715.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2614.0,1526758396.599674,58484.0,22.0,2.999592,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2615.0,1526758397.599268,43004.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2616.0,1526758397.601213,34987.0,22.0,2.998017,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2617.0,1526758397.912651,40127.0,59353.0,2.996326,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2618.0,1526758398.599108,59562.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2619.0,1526758398.602598,35682.0,22.0,0.361357,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
2620.0,1526758400.0,37747.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2621.0,1526758399.603877,49028.0,22.0,2.99516,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2622.0,1526758394.709454,34700.0,22.0,5.301399,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,16.0,2653.0,n
2623.0,1526758400.599449,34741.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2624.0,1526758400.605487,39992.0,22.0,2.993527,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2625.0,1526758401.599031,52954.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2626.0,1526758401.606347,42848.0,22.0,2.992656,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2627.0,1526758346.901406,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
2628.0,1526758402.607608,33496.0,22.0,2.991429,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2629.0,1526758403.609125,58484.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2630.0,1526758403.609455,49277.0,22.0,2.999676,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2631.0,1526758404.609108,34987.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2632.0,1526758404.611228,41915.0,22.0,2.998106,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2633.0,1526758400.0,34707.0,22.0,5.106897,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
2634.0,1526758404.918996,40127.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2635.0,1526758406.0,39614.0,22.0,2.997896,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2636.0,1526758406.609293,49028.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2637.0,1526758407.0,56227.0,22.0,2.99513,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2638.0,1526758407.609156,39992.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2639.0,1526758407.615228,56091.0,22.0,2.993799,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2640.0,1526758408.609418,42848.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2641.0,1526758408.615368,45801.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2642.0,1526758408.923593,40141.0,59353.0,2.995458,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2643.0,1526758404.581157,34712.0,22.0,4.734279,589.0,1801.0,0.0,0.0,0.0,15.0,1377.0,15.0,2589.0,n
2644.0,1526758409.609216,33496.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2645.0,1526758409.617734,45423.0,22.0,2.991329,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2646.0,1526758411.0,49277.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2647.0,1526758410.619517,53950.0,22.0,2.999637,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2648.0,1526758411.619146,41915.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2649.0,1526758411.621185,54484.0,22.0,2.997935,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2650.0,1526758412.619131,39614.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2651.0,1526758412.622563,54979.0,22.0,2.996564,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2652.0,1526758409.108599,34719.0,22.0,4.499678,589.0,1801.0,0.0,0.0,0.0,13.0,1273.0,15.0,2589.0,n
2653.0,1526758413.619499,56227.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2654.0,1526758414.0,43736.0,22.0,2.995027,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2655.0,1526758414.619295,56091.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2656.0,1526758414.625322,59054.0,22.0,2.993733,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2657.0,1526758415.626527,57057.0,22.0,2.992552,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
2658.0,1526758415.929033,40141.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2659.0,1526758416.619184,45423.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
2660.0,1526758416.627605,45949.0,22.0,2.991484,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
