,,ClusterLabel
45.9,27.09,o
45.9,27.1,o
45.9,27.1,o
45.87,27.08,o
46.0,27.06,o
46.0,27.05,o
46.03,27.05,o
46.03,27.05,o
46.1,27.03,o
46.13,27.04,o
46.16,27.03,o
46.2,27.04,o
46.2,27.03,o
46.2,27.04,o
46.2,27.05,o
46.2,27.05,o
46.23,27.05,o
46.23,27.06,o
46.23,27.08,o
46.23,27.08,o
46.3,27.08,o
46.36,27.08,o
46.33,27.05,o
46.36,27.04,o
46.43,27.03,o
46.43,27.04,o
46.3,27.01,o
46.3,27.0,o
46.33,27.0,o
46.3,27.0,o
46.3,26.98,o
46.2,26.97,o
46.16,26.94,o
46.23,26.92,o
46.26,26.91,o
46.3,26.89,o
46.26,26.88,o
46.36,26.86,o
46.36,26.84,o
46.3,26.83,o
46.3,26.81,o
46.26,26.79,o
46.2,26.76,o
46.23,26.73,o
46.23,26.71,o
46.23,26.67,o
46.3,26.67,o
46.33,26.65,o
46.3,26.63,o
46.3,26.62,o
46.3,26.6,o
46.3,26.58,o
46.39,26.57,o
46.36,26.54,o
46.33,26.53,o
46.3,26.51,o
46.3,26.49,o
46.23,26.46,o
46.33,26.45,o
46.39,26.43,o
46.43,26.41,o
46.43,26.38,o
46.49,26.37,o
46.56,26.35,o
46.69,26.35,o
46.62,26.33,o
46.49,26.32,o
46.49,26.3,o
46.46,26.28,o
46.36,26.25,o
46.52,26.25,o
46.52,26.25,o
46.36,26.22,o
46.43,26.21,o
46.36,26.19,o
46.33,26.15,o
46.43,26.13,o
46.56,26.14,o
46.49,26.11,o
46.62,26.11,o
46.72,26.11,o
46.75,26.08,o
46.79,26.09,o
46.79,26.1,o
46.75,26.08,o
46.82,26.09,o
46.85,26.11,o
46.75,26.1,o
46.75,26.09,o
46.69,26.09,o
46.49,26.05,o
46.52,26.05,o
46.56,26.03,o
46.59,26.03,o
46.62,26.02,o
46.59,26.0,o
46.56,26.01,o
46.62,25.99,o
46.69,26.0,o
46.69,25.99,o
46.66,25.95,o
46.69,25.95,o
46.69,25.93,o
46.69,25.93,o
46.75,25.93,o
46.72,25.93,o
46.69,25.9,o
46.66,25.89,o
46.66,25.89,o
46.69,25.89,o
46.72,25.89,o
46.69,25.91,o
46.62,25.89,o
46.62,25.87,o
46.62,25.87,o
46.59,25.86,o
46.59,25.83,o
46.56,25.82,o
46.62,25.79,o
46.75,25.8,o
46.75,25.82,o
46.85,25.83,o
46.89,25.83,o
46.92,25.83,o
46.89,25.85,o
46.82,25.84,o
46.89,25.85,o
46.89,25.85,o
46.82,25.86,o
46.82,25.86,o
46.75,25.87,o
46.72,25.86,o
46.75,25.85,o
46.69,25.85,o
46.72,25.84,o
46.75,25.86,o
46.75,25.85,o
46.79,25.86,o
46.69,25.83,o
46.69,25.81,o
46.72,25.8,o
46.72,25.8,o
46.75,25.81,o
46.75,25.79,o
46.75,25.79,o
46.75,25.78,o
46.62,25.75,o
46.66,25.74,o
46.75,25.75,o
46.66,25.73,o
46.72,25.75,o
46.75,25.76,o
46.72,25.75,o
46.72,25.76,o
46.62,25.74,o
46.66,25.75,o
46.62,25.73,o
46.66,25.71,o
46.69,25.69,o
46.75,25.7,o
46.75,25.71,o
46.75,25.73,o
46.75,25.71,o
46.75,25.72,o
46.75,25.71,o
46.72,25.71,o
46.75,25.7,o
46.85,25.71,o
47.05,25.69,o
47.24,25.7,o
47.34,25.7,o
47.41,25.71,o
47.73,25.7,o
48.12,25.69,o
48.35,25.69,o
48.25,25.7,o
48.16,25.71,o
48.32,25.71,o
48.48,25.73,o
48.19,25.77,o
47.99,25.79,o
47.6,25.8,o
47.41,25.82,o
47.34,25.84,o
47.34,25.85,o
47.28,25.88,o
47.28,25.89,o
47.24,25.91,o
47.18,25.93,o
47.15,25.96,o
47.08,25.96,o
47.08,26.0,o
47.05,26.01,o
47.02,26.01,o
47.02,26.04,o
46.98,26.05,o
46.95,26.07,o
46.89,26.11,o
46.82,26.11,o
46.79,26.13,o
46.75,26.14,o
46.69,26.17,o
46.62,26.18,o
46.56,26.21,o
46.52,26.23,o
46.49,26.24,o
46.43,26.25,o
46.39,26.27,o
46.36,26.29,o
46.36,26.31,o
46.33,26.31,o
46.3,26.33,o
46.3,26.35,o
46.33,26.34,o
46.33,26.35,o
46.3,26.37,o
46.23,26.37,o
46.23,26.39,o
46.16,26.4,o
46.23,26.42,o
46.2,26.42,o
46.2,26.43,o
46.16,26.47,o
46.13,26.47,o
46.1,26.48,o
46.07,26.51,o
46.07,26.52,o
46.0,26.52,o
45.93,26.53,o
45.9,26.54,o
45.9,26.55,o
45.9,26.56,o
46.2,26.58,o
46.43,26.58,o
46.43,26.59,o
46.36,26.59,o
46.3,26.61,o
46.23,26.61,o
46.23,26.62,o
46.2,26.64,o
46.16,26.63,o
46.13,26.63,o
46.1,26.66,o
46.1,26.66,o
46.07,26.67,o
46.0,26.68,o
45.97,26.69,o
45.93,26.69,o
45.9,26.69,o
45.93,26.71,o
45.97,26.72,o
46.1,26.71,o
46.1,26.72,o
46.13,26.72,o
46.13,26.73,o
46.16,26.73,o
46.16,26.73,o
46.16,26.73,o
46.13,26.74,o
46.1,26.75,o
46.1,26.75,o
46.03,26.76,o
46.03,26.78,o
46.0,26.77,o
46.0,26.79,o
45.97,26.79,o
45.97,26.8,o
45.97,26.81,o
45.93,26.8,o
45.9,26.81,o
45.87,26.82,o
45.9,26.82,o
45.87,26.82,o
45.84,26.84,o
45.8,26.83,o
45.84,26.83,o
45.84,26.85,o
45.87,26.85,o
45.9,26.85,o
45.87,26.83,o
45.84,26.85,o
45.84,26.85,o
45.84,26.86,o
45.84,26.88,o
45.8,26.88,o
45.77,26.89,o
45.77,26.89,o
45.8,26.9,o
45.8,26.9,o
45.77,26.91,o
45.74,26.91,o
45.7,26.91,o
45.7,26.93,o
45.67,26.91,o
45.64,26.92,o
45.64,26.91,o
45.6,26.92,o
45.6,26.93,o
45.6,26.92,o
45.64,26.93,o
45.64,26.93,o
45.67,26.93,o
45.7,26.94,o
45.67,26.94,o
45.7,26.95,o
45.67,26.95,o
45.7,26.94,o
45.7,26.95,o
45.67,26.95,o
45.7,26.96,o
45.7,26.95,o
45.74,26.95,o
45.8,26.95,o
45.8,26.95,o
45.8,26.96,o
45.8,26.95,o
45.77,26.95,o
45.77,26.96,o
45.77,26.97,o
45.77,26.97,o
45.8,26.97,o
45.77,26.98,o
45.77,26.98,o
45.77,26.98,o
45.77,26.98,o
45.77,26.99,o
45.77,26.98,o
45.7,26.99,o
45.74,26.99,o
45.77,26.99,o
45.8,26.99,o
45.8,26.99,o
45.84,27.0,o
45.84,27.0,o
45.84,27.01,o
45.84,27.0,o
45.84,27.0,o
45.84,26.99,o
45.84,27.0,o
45.84,27.0,o
45.9,27.01,o
45.9,27.02,o
45.84,27.01,o
45.84,27.01,o
45.8,27.03,o
45.77,27.02,o
45.77,27.02,o
45.74,27.03,o
45.77,27.03,o
45.77,27.02,o
45.8,27.03,o
45.84,27.04,o
45.84,27.05,o
45.84,27.04,o
45.84,27.04,o
45.84,27.04,o
45.84,27.04,o
45.84,27.05,o
45.84,27.04,o
45.84,27.04,o
45.84,27.05,o
45.84,27.05,o
45.84,27.05,o
45.84,27.05,o
45.84,27.06,o
45.77,27.06,o
45.77,27.07,o
45.8,27.08,o
45.8,27.07,o
45.8,27.09,o
45.77,27.08,o
45.8,27.08,o
45.77,27.08,o
45.77,27.09,o
45.77,27.07,o
45.77,27.07,o
45.8,27.08,o
45.77,27.09,o
45.8,27.09,o
45.84,27.09,o
45.84,27.09,o
45.84,27.08,o
45.84,27.09,o
45.8,27.11,o
45.84,27.11,o
45.87,27.1,o
45.87,27.11,o
45.87,27.11,o
45.84,27.11,o
45.87,27.12,o
45.84,27.12,o
45.84,27.11,o
45.87,27.11,o
45.87,27.11,o
45.87,27.12,o
45.9,27.12,o
45.9,27.12,o
45.9,27.11,o
45.9,27.12,o
45.9,27.13,o
45.93,27.13,o
45.97,27.13,o
46.0,27.14,o
45.97,27.13,o
45.97,27.15,o
45.97,27.14,o
45.97,27.15,o
45.93,27.15,o
45.93,27.14,o
45.93,27.13,o
45.93,27.15,o
45.93,27.15,o
45.97,27.14,o
45.97,27.15,o
45.97,27.15,o
45.97,27.15,o
46.0,27.15,o
45.97,27.15,o
45.97,27.16,o
45.97,27.15,o
45.97,27.15,o
46.0,27.17,o
45.97,27.15,o
46.0,27.17,o
46.0,27.17,o
45.97,27.16,o
45.97,27.17,o
46.0,27.18,o
45.97,27.17,o
45.97,27.17,o
45.97,27.18,o
46.0,27.17,o
46.03,27.18,o
46.1,27.18,o
46.1,27.17,o
46.13,27.17,o
46.16,27.16,o
46.16,27.17,o
46.13,27.17,o
46.1,27.17,o
46.13,27.18,o
46.1,27.19,o
46.03,27.18,o
46.0,27.21,o
45.97,27.2,o
45.97,27.2,o
45.97,27.2,o
45.97,27.21,o
46.0,27.2,o
46.0,27.21,o
46.03,27.21,o
46.03,27.21,o
46.03,27.21,o
46.03,27.21,o
46.03,27.21,o
46.03,27.21,o
46.03,27.2,o
46.03,27.21,o
46.03,27.23,o
46.1,27.22,o
46.1,27.23,o
46.07,27.2,o
46.03,27.21,o
46.03,27.22,o
46.03,27.21,o
46.03,27.23,o
46.03,27.23,o
46.03,27.24,o
46.03,27.24,o
46.1,27.25,o
46.07,27.23,o
46.07,27.25,o
46.1,27.23,o
46.1,27.24,o
46.1,27.23,o
46.1,27.23,o
46.13,27.23,o
46.16,27.24,o
46.16,27.24,o
46.16,27.24,o
46.13,27.24,o
46.1,27.24,o
46.1,27.24,o
46.16,27.25,o
46.16,27.26,o
46.16,27.26,o
46.16,27.25,o
46.16,27.26,o
46.16,27.26,o
46.16,27.26,o
46.2,27.26,o
46.16,27.25,o
46.16,27.26,o
46.16,27.26,o
46.16,27.25,o
46.16,27.25,o
46.16,27.26,o
46.16,27.26,o
46.16,27.26,o
46.2,27.26,o
46.16,27.26,o
46.16,27.26,o
46.16,27.27,o
46.16,27.27,o
46.2,27.27,o
46.23,27.26,o
46.3,27.26,o
46.3,27.26,o
46.3,27.25,o
46.3,27.26,o
46.3,27.28,o
46.33,27.27,o
46.36,27.27,o
46.36,27.27,o
46.39,27.26,o
46.43,27.26,o
46.39,27.26,o
46.43,27.27,o
46.39,27.27,o
46.36,27.27,o
46.36,27.27,o
46.36,27.27,o
46.36,27.27,o
46.36,27.29,o
46.36,27.28,o
46.36,27.29,o
46.39,27.29,o
46.39,27.29,o
46.43,27.29,o
46.43,27.29,o
46.39,27.3,o
46.39,27.3,o
46.39,27.3,o
46.43,27.3,o
46.43,27.29,o
46.43,27.3,o
46.43,27.3,o
46.39,27.3,o
46.36,27.31,o
46.33,27.31,o
46.3,27.31,o
46.3,27.31,o
46.26,27.31,o
46.26,27.32,o
46.26,27.32,o
46.3,27.32,o
46.3,27.32,o
46.3,27.32,o
46.33,27.32,o
46.33,27.32,o
46.36,27.31,o
46.36,27.31,o
46.36,27.31,o
46.36,27.31,o
46.39,27.31,o
46.43,27.32,o
46.43,27.31,o
46.43,27.32,o
46.43,27.32,o
46.39,27.32,o
46.39,27.31,o
46.36,27.31,o
46.39,27.33,o
46.39,27.33,o
46.43,27.33,o
46.43,27.33,o
46.43,27.33,o
46.43,27.34,o
46.46,27.33,o
46.43,27.33,o
46.46,27.33,o
46.46,27.34,o
46.43,27.33,o
46.43,27.34,o
46.46,27.34,o
46.43,27.34,o
46.43,27.34,o
46.43,27.34,o
46.43,27.34,o
46.46,27.33,o
46.49,27.34,o
46.49,27.34,o
46.49,27.34,o
46.46,27.36,o
46.46,27.35,o
46.43,27.36,o
46.43,27.37,o
46.36,27.37,o
46.36,27.37,o
46.33,27.37,o
46.33,27.38,o
46.36,27.38,o
46.33,27.37,o
46.3,27.38,o
46.33,27.38,o
46.33,27.38,o
46.33,27.36,o
46.33,27.38,o
46.33,27.38,o
46.33,27.38,o
46.33,27.38,o
46.3,27.39,o
46.3,27.38,o
46.3,27.39,o
46.33,27.39,o
46.3,27.39,o
46.3,27.39,o
46.36,27.39,o
46.36,27.39,o
46.36,27.39,o
46.36,27.4,o
46.36,27.41,o
46.36,27.4,o
46.33,27.41,o
46.33,27.39,o
46.33,27.39,o
46.33,27.4,o
46.36,27.4,o
46.36,27.39,o
46.36,27.39,o
46.36,27.4,o
46.36,27.41,o
46.36,27.41,o
46.33,27.4,o
46.33,27.41,o
46.33,27.41,o
46.33,27.41,o
46.3,27.43,o
46.3,27.42,o
46.36,27.41,o
46.36,27.42,o
46.39,27.41,o
46.56,27.08,o
46.62,27.07,o
46.46,27.06,o
46.36,27.04,o
46.16,27.02,o
46.16,27.02,o
46.3,27.01,o
46.26,27.0,o
46.16,26.99,o
46.23,26.97,o
46.36,26.98,o
46.62,26.98,o
46.66,26.99,o
46.52,26.99,o
46.43,26.98,o
46.66,26.99,o
46.75,27.0,o
46.66,26.98,o
46.56,26.95,o
46.56,26.94,o
46.62,26.95,o
46.62,26.96,o
46.72,26.97,o
46.62,26.96,o
46.59,26.97,o
46.66,26.97,o
46.62,26.96,o
46.52,26.95,o
46.46,26.96,o
46.39,26.95,o
46.3,26.93,o
46.36,26.93,o
46.43,26.94,o
46.36,26.92,o
46.36,26.91,o
46.23,26.9,o
46.3,26.91,o
46.46,26.91,o
46.49,26.91,o
46.43,26.91,o
46.36,26.91,o
46.56,26.91,o
46.49,26.9,o
46.3,26.91,o
46.23,26.92,o
46.26,26.91,o
46.16,26.9,o
45.9,26.87,o
46.3,26.89,o
46.26,26.9,o
46.3,26.89,o
46.36,26.89,o
46.46,26.89,o
46.39,26.88,o
46.33,26.89,o
46.33,26.88,o
46.49,26.89,o
46.39,26.88,o
46.3,26.88,o
46.3,26.89,o
46.3,26.89,o
46.3,26.89,o
46.23,26.85,o
46.3,26.87,o
46.3,26.88,o
46.13,26.85,o
46.36,26.86,o
46.33,26.87,o
46.3,26.86,o
46.07,26.84,o
46.03,26.85,o
45.93,26.83,o
45.97,26.82,o
46.16,26.83,o
46.3,26.83,o
46.3,26.83,o
46.36,26.83,o
46.36,26.81,o
46.43,26.82,o
46.36,26.82,o
46.39,26.82,o
46.36,26.81,o
46.2,26.8,o
46.1,26.81,o
46.2,26.8,o
46.13,26.81,o
46.36,26.83,o
46.43,26.83,o
46.39,26.83,o
46.49,26.84,o
46.56,26.83,o
46.36,26.83,o
46.13,26.81,o
45.97,26.8,o
45.84,26.81,o
45.87,26.82,o
45.97,26.8,o
45.97,26.78,o
46.2,26.78,o
46.03,26.78,o
46.16,26.78,o
46.3,26.79,o
46.3,26.78,o
46.16,26.79,o
46.2,26.81,o
46.16,26.79,o
46.2,26.81,o
46.23,26.8,o
46.16,26.8,o
46.2,26.82,o
46.07,26.81,o
46.0,26.79,o
45.93,26.79,o
46.03,26.78,o
46.07,26.78,o
45.93,26.76,o
45.84,26.73,o
46.03,26.75,o
46.07,26.76,o
46.0,26.75,o
45.9,26.73,o
46.03,26.73,o
46.1,26.73,o
45.97,26.73,o
45.93,26.71,o
45.9,26.71,o
46.1,26.72,o
46.0,26.73,o
46.1,26.73,o
45.97,26.72,o
45.97,26.72,o
46.1,26.74,o
46.1,26.71,o
45.97,26.71,o
45.9,26.72,o
46.07,26.72,o
46.3,26.73,o
46.23,26.75,o
46.2,26.75,o
46.1,26.74,o
45.9,26.71,o
45.87,26.69,o
45.93,26.69,o
46.07,26.69,o
46.07,26.68,o
46.1,26.7,o
46.1,26.71,o
46.03,26.69,o
45.97,26.7,o
45.87,26.69,o
45.84,26.68,o
45.77,26.68,o
45.87,26.67,o
45.84,26.67,o
45.84,26.69,o
45.93,26.69,o
46.03,26.68,o
46.03,26.68,o
45.97,26.67,o
46.03,26.65,o
45.97,26.66,o
46.07,26.64,o
46.1,26.65,o
46.03,26.69,o
46.0,26.69,o
46.03,26.68,o
45.9,26.67,o
45.67,26.67,o
45.8,26.67,o
45.8,26.67,o
45.84,26.69,o
45.77,26.67,o
45.9,26.67,o
45.93,26.67,o
45.9,26.65,o
45.84,26.66,o
45.93,26.65,o
45.97,26.65,o
46.23,26.65,o
46.23,26.67,o
46.03,26.66,o
45.93,26.64,o
45.64,26.63,o
45.77,26.64,o
45.9,26.64,o
45.84,26.63,o
45.87,26.65,o
46.03,26.65,o
46.1,26.65,o
46.03,26.65,o
46.1,26.65,o
46.23,26.65,o
46.33,26.67,o
46.49,26.65,o
46.72,26.67,o
46.69,26.67,o
46.43,26.67,o
46.36,26.67,o
46.1,26.64,o
46.2,26.65,o
46.3,26.66,o
46.23,26.65,o
46.46,26.66,o
46.72,26.63,o
46.82,26.63,o
47.21,26.64,o
47.38,26.65,o
47.34,26.67,o
47.41,26.65,o
47.02,26.65,o
47.21,26.67,o
47.73,26.65,o
47.86,26.65,o
47.6,26.69,o
47.41,26.69,o
47.15,26.71,o
46.62,26.71,o
46.3,26.72,o
46.23,26.75,o
46.1,26.75,o
46.03,26.76,o
45.77,26.77,o
45.51,26.78,o
45.37,26.79,o
45.31,26.8,o
45.24,26.82,o
45.24,26.83,o
45.28,26.85,o
45.31,26.87,o
45.28,26.86,o
45.34,26.87,o
45.41,26.88,o
45.44,26.88,o
45.44,26.91,o
45.44,26.91,o
45.44,26.9,o
45.41,26.92,o
45.41,26.93,o
45.41,26.95,o
45.44,26.95,o
45.37,26.96,o
45.41,26.97,o
45.44,26.99,o
45.51,26.99,o
45.51,27.0,o
45.51,27.02,o
45.51,27.03,o
45.47,27.04,o
45.47,27.05,o
45.44,27.05,o
45.47,27.06,o
45.51,27.07,o
45.54,27.07,o
45.57,27.08,o
45.6,27.09,o
45.64,27.1,o
45.67,27.11,o
45.67,27.1,o
45.64,27.13,o
45.67,27.13,o
45.7,27.14,o
45.7,27.15,o
45.7,27.16,o
45.67,27.16,o
45.67,27.17,o
45.64,27.19,o
45.64,27.19,o
45.6,27.19,o
45.6,27.19,o
45.6,27.2,o
45.64,27.21,o
45.6,27.2,o
45.64,27.21,o
45.67,27.22,o
45.7,27.22,o
45.7,27.23,o
45.7,27.24,o
45.7,27.24,o
45.7,27.25,o
45.7,27.26,o
45.7,27.26,o
45.7,27.27,o
45.7,27.27,o
45.7,27.28,o
45.7,27.29,o
45.67,27.28,o
45.67,27.29,o
45.7,27.29,o
45.77,27.3,o
45.8,27.29,o
45.87,27.31,o
45.9,27.31,o
45.9,27.31,o
45.9,27.31,o
45.93,27.31,o
45.93,27.31,o
45.97,27.31,o
46.0,27.33,o
45.97,27.33,o
45.97,27.34,o
46.0,27.34,o
46.03,27.35,o
46.1,27.33,o
46.16,27.35,o
46.23,27.35,o
46.23,27.35,o
46.23,27.36,o
46.2,27.37,o
46.16,27.37,o
46.13,27.37,o
46.1,27.37,o
46.1,27.37,o
46.13,27.38,o
46.16,27.38,o
46.16,27.38,o
46.23,27.38,o
46.3,27.38,o
46.33,27.38,o
46.3,27.39,o
46.3,27.38,o
46.23,27.41,o
46.23,27.4,o
46.3,27.4,o
46.43,27.41,o
46.23,27.41,o
46.03,27.41,o
45.97,27.41,o
45.93,27.4,o
45.9,27.41,o
45.9,27.42,o
45.87,27.41,o
45.84,27.42,o
45.84,27.43,o
45.84,27.42,o
45.8,27.43,o
45.87,27.43,o
45.93,27.43,o
45.87,27.43,o
45.84,27.43,o
45.77,27.43,o
45.77,27.44,o
45.77,27.45,o
45.77,27.45,o
45.77,27.45,o
45.77,27.45,o
45.7,27.45,o
45.7,27.47,o
45.7,27.46,o
45.7,27.45,o
45.77,27.45,o
45.8,27.46,o
45.87,27.46,o
45.9,27.46,o
45.9,27.45,o
45.9,27.45,o
45.87,27.45,o
45.87,27.46,o
45.87,27.47,o
45.97,27.47,o
46.0,27.47,o
46.03,27.48,o
45.97,27.47,o
45.97,27.49,o
45.97,27.49,o
45.93,27.49,o
45.9,27.48,o
45.9,27.48,o
45.9,27.49,o
45.9,27.49,o
45.9,27.49,o
45.97,27.48,o
46.03,27.49,o
46.1,27.48,o
46.43,27.49,o
46.75,27.49,o
46.62,27.47,o
46.43,27.48,o
46.36,27.48,o
46.39,27.47,o
46.49,27.46,o
46.43,27.47,o
46.36,27.47,o
46.43,27.48,o
46.52,27.47,o
46.75,27.47,o
47.02,27.48,o
47.08,27.5,o
47.05,27.51,o
47.18,27.51,o
47.15,27.52,o
47.08,27.53,o
47.02,27.54,o
46.95,27.54,o
71.01,35.49,n
85.01,37.64,n
76.42,48.43,n
64.15,52.87,n
67.58,47.73,n
71.01,44.81,n
74.31,42.3,n
77.72,40.41,n
80.91,38.37,n
84.53,36.78,n
86.38,35.52,n
87.08,34.57,n
88.21,33.49,n
88.24,32.63,n
88.36,31.87,n
88.78,31.27,n
89.46,30.83,n
89.95,30.35,n
90.22,29.87,n
90.46,29.39,n
90.99,29.07,n
91.49,28.8,n
91.71,28.48,n
91.8,28.2,n
91.9,27.93,n
92.13,27.74,n
92.3,27.52,n
92.42,27.31,n
92.7,27.19,n
93.08,27.11,n
93.13,26.99,n
93.22,26.95,n
92.98,26.79,n
92.39,26.63,n
92.04,26.52,n
91.66,26.4,n
91.42,26.35,n
91.23,26.31,n
90.24,26.23,n
86.88,26.1,n
85.17,26.04,n
84.45,26.01,n
82.01,25.96,n
75.55,25.94,o
73.78,25.94,o
74.2,25.93,o
73.4,25.94,o
72.87,25.94,o
73.26,25.95,o
72.7,25.95,o
71.1,25.91,o
69.22,25.88,o
68.39,25.88,o
67.84,25.87,o
67.52,25.85,o
68.24,25.87,o
71.27,25.92,o
73.51,25.93,o
72.78,25.93,o
70.27,25.92,o
68.01,25.93,o
67.08,25.92,o
66.59,25.94,o
67.84,25.97,o
71.07,26.01,o
72.28,26.02,o
72.61,26.05,o
72.98,26.08,o
72.78,26.09,o
72.33,26.12,o
71.77,26.13,o
69.93,26.14,o
67.26,26.16,o
65.8,26.17,o
64.59,26.19,o
63.47,26.21,o
62.81,26.23,o
62.93,26.27,o
62.93,26.28,o
62.63,26.32,o
62.12,26.36,o
60.92,26.38,o
59.89,26.41,o
58.33,26.43,o
56.57,26.45,o
55.64,26.48,o
54.95,26.51,o
54.45,26.54,o
54.07,26.58,o
53.57,26.61,o
53.1,26.65,o
52.75,26.69,o
52.65,26.74,o
52.4,26.77,o
52.14,26.83,o
51.95,26.87,o
51.73,26.9,o
51.44,26.94,o
51.19,26.98,o
51.09,27.0,o
50.96,27.04,o
50.9,27.06,o
50.77,27.09,o
50.64,27.11,o
50.51,27.14,o
50.39,27.16,o
50.23,27.18,o
50.06,27.2,o
49.87,27.22,o
49.74,27.23,o
49.65,27.27,o
49.58,27.28,o
49.45,27.3,o
49.32,27.32,o
49.16,27.34,o
49.16,27.35,o
49.13,27.37,o
49.03,27.37,o
49.0,27.38,o
48.94,27.4,o
48.9,27.41,o
48.84,27.41,o
48.81,27.42,o
48.74,27.44,o
48.68,27.46,o
48.64,27.45,o
48.64,27.47,o
48.64,27.49,o
48.58,27.5,o
48.48,27.51,o
48.42,27.51,o
48.35,27.52,o
48.32,27.53,o
48.32,27.54,o
48.32,27.55,o
48.38,27.55,o
48.42,27.58,o
48.38,27.58,o
48.35,27.58,o
48.29,27.58,o
48.22,27.58,o
48.19,27.59,o
48.19,27.61,o
48.22,27.61,o
48.25,27.61,o
48.29,27.6,o
48.29,27.62,o
48.25,27.62,o
48.19,27.64,o
48.12,27.64,o
48.06,27.65,o
48.06,27.65,o
48.06,27.66,o
48.16,27.66,o
48.16,27.66,o
48.12,27.67,o
48.12,27.67,o
48.06,27.67,o
48.03,27.67,o
47.99,27.68,o
47.96,27.67,o
47.9,27.69,o
47.86,27.69,o
47.8,27.68,o
47.86,27.7,o
47.83,27.7,o
47.83,27.71,o
47.86,27.72,o
47.83,27.72,o
47.83,27.72,o
47.8,27.73,o
47.73,27.73,o
47.7,27.73,o
47.64,27.74,o
47.6,27.74,o
47.6,27.75,o
47.6,27.74,o
47.64,27.75,o
47.6,27.74,o
47.67,27.76,o
47.67,27.75,o
47.67,27.75,o
47.7,27.75,o
47.67,27.75,o
47.67,27.75,o
47.6,27.77,o
47.6,27.77,o
47.6,27.76,o
47.57,27.78,o
47.54,27.77,o
47.51,27.77,o
47.51,27.77,o
47.51,27.78,o
47.51,27.79,o
47.54,27.77,o
47.54,27.77,o
47.54,27.78,o
47.51,27.77,o
47.47,27.78,o
47.47,27.79,o
47.47,27.78,o
47.41,27.79,o
47.38,27.78,o
47.34,27.77,o
47.31,27.79,o
47.28,27.79,o
47.28,27.79,o
47.21,27.81,o
47.21,27.8,o
47.21,27.8,o
47.21,27.79,o
47.28,27.81,o
47.38,27.81,o
47.38,27.81,o
47.34,27.82,o
47.34,27.82,o
47.38,27.82,o
47.34,27.82,o
47.41,27.81,o
47.41,27.81,o
47.38,27.81,o
47.38,27.79,o
47.34,27.81,o
47.34,27.81,o
47.34,27.8,o
47.31,27.81,o
47.31,27.81,o
47.31,27.81,o
47.34,27.82,o
47.31,27.82,o
47.34,27.83,o
47.34,27.83,o
47.34,27.84,o
47.34,27.83,o
47.34,27.83,o
47.44,27.83,o
47.51,27.84,o
47.54,27.86,o
47.57,27.83,o
47.6,27.84,o
47.67,27.83,o
47.8,27.83,o
47.9,27.83,o
47.93,27.84,o
47.86,27.83,o
47.8,27.84,o
47.73,27.83,o
47.77,27.84,o
47.77,27.85,o
47.73,27.84,o
47.7,27.85,o
47.67,27.85,o
47.7,27.86,o
47.7,27.85,o
47.73,27.87,o
47.73,27.87,o
47.7,27.85,o
47.73,27.86,o
47.73,27.86,o
47.73,27.85,o
47.73,27.86,o
47.77,27.86,o
47.8,27.85,o
47.8,27.85,o
47.8,27.85,o
47.83,27.87,o
47.86,27.86,o
47.9,27.86,o
47.86,27.87,o
47.8,27.86,o
47.73,27.87,o
47.7,27.87,o
47.67,27.87,o
47.7,27.87,o
47.77,27.88,o
47.73,27.89,o
47.73,27.89,o
47.73,27.88,o
47.73,27.88,o
47.73,27.87,o
47.8,27.88,o
47.77,27.88,o
47.7,27.88,o
47.67,27.89,o
47.67,27.89,o
47.64,27.89,o
47.57,27.87,o
47.54,27.89,o
47.54,27.88,o
47.54,27.89,o
47.6,27.9,o
47.6,27.89,o
47.6,27.91,o
47.64,27.89,o
47.67,27.89,o
47.73,27.9,o
47.9,27.9,o
47.9,27.89,o
47.9,27.91,o
47.86,27.91,o
47.83,27.89,o
47.8,27.9,o
47.73,27.91,o
47.83,27.91,o
47.83,27.9,o
47.86,27.91,o
47.9,27.92,o
47.8,27.92,o
47.73,27.91,o
47.67,27.91,o
47.6,27.9,o
47.6,27.91,o
47.6,27.91,o
47.67,27.91,o
47.67,27.91,o
47.67,27.89,o
47.6,27.89,o
47.7,27.89,o
47.7,27.87,o
47.67,27.85,o
47.64,27.84,o
47.64,27.84,o
47.6,27.83,o
47.51,27.82,o
47.34,27.82,o
47.15,27.81,o
47.05,27.8,o
47.02,27.66,o
46.92,27.65,o
46.69,27.67,o
46.75,27.66,o
46.75,27.66,o
46.75,27.65,o
46.62,27.63,o
46.59,27.63,o
46.56,27.62,o
46.49,27.6,o
46.39,27.59,o
46.39,27.58,o
46.46,27.59,o
46.56,27.58,o
46.69,27.58,o
46.69,27.58,o
46.69,27.58,o
46.72,27.57,o
46.49,27.56,o
46.3,27.56,o
46.23,27.55,o
46.49,27.55,o
46.59,27.56,o
46.82,27.57,o
46.75,27.57,o
46.85,27.57,o
46.85,27.57,o
46.72,27.56,o
46.75,27.57,o
46.75,27.56,o
46.62,27.57,o
46.52,27.56,o
46.46,27.57,o
46.36,27.55,o
46.36,27.55,o
46.46,27.56,o
46.36,27.54,o
46.13,27.53,o
46.13,27.55,o
46.2,27.53,o
46.26,27.53,o
46.33,27.53,o
46.43,27.55,o
46.39,27.55,o
46.3,27.54,o
46.26,27.54,o
46.23,27.54,o
